Name,Transaction_date,Product,Price,Payment_Type,City,State,Country,Account_Created,Last_Login,Latitude,Longitude
Sabine,1/14/2009 1:28,Product1,1200,Mastercard,Milton Keynes,England,United Kingdom,6/24/2006 15:10,2/7/2009 0:26,52.0333333,-0.7
Aideen and Jonathan,1/20/2009 8:08,Product1,1200,Mastercard,Kecskemet,Bacs-Kiskun,Hungary,1/19/2009 5:49,2/7/2009 1:12,46.9,19.7833333
George,1/29/2009 2:48,Product1,1200,Visa,Nakskov,Storstrom,Denmark,1/29/2009 2:19,2/7/2009 2:09,54.8333333,11.15
Helen,1/24/2009 18:02,Product1,1200,Visa,Aloma                       ,FL,United States,11/29/2005 17:33,2/7/2009 6:03,28.60056,-81.30667
C,1/7/2009 8:26,Product1,1200,Diners,Chandler                    ,AZ,United States,1/6/2009 16:23,2/7/2009 6:05,33.30611,-111.84056
chris,1/24/2009 3:36,Product1,1200,Visa,Kjobenhavn,Staden Kobenhavn,Denmark,1/20/2009 13:11,2/7/2009 6:52,55.6666667,12.5833333
maggie,1/5/2009 15:23,Product1,1200,Visa,Stockton,England,United Kingdom,6/12/2008 10:59,2/7/2009 11:08,52.25,-2.7
Mareike,1/25/2009 16:17,Product1,1200,Amex,Cumming                     ,GA,United States,1/24/2009 18:06,2/7/2009 11:28,34.20722,-84.14028
lamia,1/15/2009 10:37,Product1,1200,Visa,Little Compton              ,RI,United States,6/28/2008 11:04,2/7/2009 12:00,41.51,-71.17167
Madhu,1/20/2009 15:28,Product1,1200,Visa,Centennial                  ,CO,United States,12/2/2006 23:24,2/7/2009 15:18,39.57917,-104.87639
sandhya,1/28/2009 18:00,Product1,"13,000",Visa,Centennial                  ,CO,United States,12/2/2006 23:24,2/7/2009 15:18,39.57917,-104.87639
Kimberly,1/29/2009 5:06,Product1,1200,Amex,Herndon                     ,VA,United States,1/23/2008 10:05,2/7/2009 15:23,38.96944,-77.38639
Tania,1/6/2009 18:53,Product1,1200,Visa,Vista                       ,CA,United States,1/5/2009 22:37,2/7/2009 15:48,33.2,-117.24167
andrea,1/21/2009 6:55,Product1,1200,Visa,Oostburg                    ,WI,United States,1/20/2009 13:33,2/7/2009 16:48,43.62278,-87.79444
John,1/26/2009 20:18,Product1,1200,Mastercard,Griffith,New South Wales,Australia,1/15/2007 20:37,2/7/2009 18:04,-34.2833333,146.0333333
carol,1/25/2009 17:58,Product2,3600,Visa,Ann Arbor                   ,MI,United States,7/5/2008 9:20,2/7/2009 18:51,42.27083,-83.72639
Nona,1/9/2009 14:37,Product1,1200,Visa,South Jordan                ,UT,United States,1/8/2009 15:14,2/7/2009 19:11,40.56222,-111.92889
Family,1/25/2009 2:46,Product2,3600,Visa,Dubai,Dubayy,United Arab Emirates,1/8/2009 1:19,2/8/2009 2:06,25.2522222,55.28
Michelle,1/17/2009 20:46,Product2,3600,Visa,Dubai,Dubayy,United Arab Emirates,4/13/2008 2:36,2/8/2009 2:12,25.2522222,55.28
Kathryn,1/24/2009 7:18,Product2,3600,Visa,Kirriemuir,Scotland,United Kingdom,1/23/2009 10:31,2/8/2009 2:52,56.6666667,-3
Oswald,1/11/2009 7:09,Product1,1200,Visa,Tramore,Waterford,Ireland,10/13/2008 16:43,2/8/2009 3:02,52.1588889,-7.1463889
Elyssa,1/8/2009 4:15,Product1,1200,Visa,Gdansk,Pomorskie,Poland,1/7/2009 15:00,2/8/2009 3:50,54.35,18.6666667
michelle,1/22/2009 10:47,Product1,1200,Visa,Arklow,Wicklow,Ireland,11/18/2008 1:32,2/8/2009 5:07,52.7930556,-6.1413889
Alicia,1/26/2009 20:47,Product1,1200,Mastercard,Lincoln                     ,NE,United States,6/24/2008 8:05,2/8/2009 7:29,40.8,-96.66667
JP,1/12/2009 12:22,Product1,1200,Mastercard,Tierp,Uppsala,Sweden,1/6/2009 11:34,2/8/2009 11:15,60.3333333,17.5
Geraldine,1/26/2009 1:44,Product2,3600,Visa,Brussels,Brussels (Bruxelles),Belgium,1/31/2008 13:28,2/8/2009 14:39,50.8333333,4.3333333
sandra,1/18/2009 12:57,Product1,1200,Mastercard,Burr Oak                    ,IA,United States,1/24/2008 16:11,2/8/2009 15:30,43.45889,-91.86528
Olivia,1/24/2009 21:26,Product1,1200,Visa,Wheaton                     ,IL,United States,5/8/2008 16:02,2/8/2009 16:00,41.86611,-88.10694
Tom,1/26/2009 12:26,Product2,3600,Mastercard,Killeen                     ,TX,United States,1/26/2009 5:23,2/8/2009 17:33,31.11694,-97.7275
Annette ,1/5/2009 7:37,Product1,1200,Visa,Manhattan                   ,NY,United States,9/26/2008 4:29,2/8/2009 18:42,40.71417,-74.00639
SUSAN,1/14/2009 12:33,Product1,1200,Visa,Oxford,England,United Kingdom,9/11/2008 23:23,2/8/2009 23:00,51.75,-1.25
Michael,1/14/2009 0:15,Product2,3600,Visa,Paris,Ile-de-France,France,11/28/2008 0:07,2/9/2009 1:30,48.8666667,2.3333333
ashton,1/1/2009 12:42,Product1,1200,Visa,Exeter,England,United Kingdom,12/15/2008 1:16,2/9/2009 2:52,50.7,-3.5333333
Scott,1/6/2009 6:07,Product1,1200,Visa,Rungsted,Frederiksborg,Denmark,12/27/2008 14:29,2/9/2009 4:20,55.8841667,12.5419444
Pam,1/15/2009 5:11,Product2,3600,Visa,London,England,United Kingdom,7/11/2006 12:43,2/9/2009 4:42,51.52721,0.14559
Lisa ,1/17/2009 4:03,Product1,1200,Visa,Borja,Bohol,Philippines,1/17/2009 2:45,2/9/2009 6:09,9.9136111,124.0927778
Pavel,1/19/2009 10:13,Product2,3600,Mastercard,London,England,United Kingdom,2/28/2006 5:35,2/9/2009 6:57,51.51334,-0.08895
Richard,1/18/2009 9:42,Product1,1200,Visa,Jamestown                   ,RI,United States,1/18/2009 9:22,2/9/2009 8:30,41.49694,-71.36778
Jasinta Jeanne,1/9/2009 11:14,Product1,1200,Visa,Owings Mills                ,MD,United States,1/9/2009 10:43,2/9/2009 9:17,39.41944,-76.78056
Rachel,1/10/2009 13:42,Product1,1200,Visa,Hamilton,Ontario,Canada,1/10/2009 12:22,2/9/2009 9:54,43.25,-79.8333333
Cherish ,1/7/2009 7:28,Product1,1200,Amex,Anchorage                   ,AK,United States,7/28/2008 7:31,2/9/2009 10:50,61.21806,-149.90028
Shona ,1/18/2009 6:46,Product1,1200,Visa,Mornington,Meath,Ireland,1/15/2009 9:13,2/9/2009 11:55,53.7233333,-6.2825
Abikay,1/30/2009 12:18,Product1,1200,Mastercard,Fullerton                   ,CA,United States,1/26/2009 13:34,2/9/2009 12:53,33.87028,-117.92444
Abikay,1/6/2009 5:42,Product1,1200,Amex,Atlanta                     ,GA,United States,10/27/2008 14:16,2/9/2009 13:50,33.74889,-84.38806
Kendra,1/2/2009 10:58,Product2,3600,Visa,Toronto,Ontario,Canada,1/2/2009 10:38,2/9/2009 13:56,43.6666667,-79.4166667
amanda,1/8/2009 3:29,Product1,1200,Visa,Liverpool,England,United Kingdom,12/22/2008 1:41,2/9/2009 14:06,53.4166667,-3
Leila,1/12/2009 13:23,Product2,3600,Amex,Ponte San Nicolo,Veneto,Italy,9/13/2005 8:42,2/9/2009 14:09,45.3666667,11.6166667
amanda,1/19/2009 9:34,Product1,1200,Amex,Las Vegas                   ,NV,United States,5/10/2008 8:56,2/9/2009 16:44,36.175,-115.13639
Stacy,1/9/2009 7:49,Product1,1200,Visa,Rochester Hills             ,MI,United States,7/28/2008 7:18,2/9/2009 17:41,42.68056,-83.13389
Derrick,1/15/2009 5:27,Product2,3600,Visa,North Bay,Ontario,Canada,1/6/2009 17:42,2/9/2009 18:22,46.3,-79.45
Jacob,1/8/2009 23:40,Product1,1200,Visa,Lindfield,New South Wales,Australia,1/8/2009 17:52,2/9/2009 18:31,-33.7833333,151.1666667
DOREEN,1/27/2009 11:02,Product1,1200,Mastercard,Madrid,Madrid,Spain,1/24/2009 8:21,2/9/2009 18:42,40.4,-3.6833333
eugenia,1/14/2009 13:23,Product1,1200,Diners,Wisconsin Rapids            ,WI,United States,11/15/2008 13:57,2/9/2009 18:44,44.38361,-89.81722
Karen,1/7/2009 20:01,Product1,1200,Visa,Austin                      ,TX,United States,1/6/2009 19:16,2/9/2009 19:56,30.26694,-97.74278
Bea,1/20/2009 12:32,Product1,1200,Visa,Chicago                     ,IL,United States,1/16/2009 19:08,2/9/2009 20:42,41.85,-87.65
Hilde Karin,1/6/2009 14:35,Product1,1200,Diners,Las Vegas                   ,NV,United States,12/17/2008 11:59,2/9/2009 22:59,36.175,-115.13639
Rima,1/4/2009 6:51,Product1,1200,Visa,Mullingar,Westmeath,Ireland,1/3/2009 12:34,2/10/2009 0:59,53.5333333,-7.35
Ruangrote,1/24/2009 18:30,Product1,1200,Visa,Melbourne,Victoria,Australia,7/17/2008 5:19,2/10/2009 2:12,-37.8166667,144.9666667
pamela,1/25/2009 5:57,Product1,1200,Amex,Ayacucho,Buenos Aires,Argentina,1/24/2009 9:29,2/10/2009 6:38,-37.15,-58.4833333
Emillie,1/5/2009 10:02,Product2,3600,Visa,Eagan                       ,MN,United States,1/5/2009 9:03,2/10/2009 7:29,44.80417,-93.16667
sangeeta,1/13/2009 9:14,Product1,1200,Visa,Vossevangen,Hordaland,Norway,1/9/2009 9:31,2/10/2009 9:04,60.6333333,6.4333333
Anja,1/22/2009 7:35,Product1,1200,Visa,Ferney-Voltaire,Rhone-Alpes,France,1/22/2009 6:51,2/10/2009 9:18,46.25,6.1166667
Andrew,1/2/2009 11:06,Product1,1200,Mastercard,Sevilla,Andalucia,Spain,3/12/2006 15:02,2/10/2009 10:04,37.3772222,-5.9869444
Bato,1/11/2009 9:50,Product1,1200,Visa,Munchengosserstadt,Thuringia,Germany,1/7/2009 11:45,2/10/2009 10:28,51.05,11.65
Ailsa ,1/21/2009 20:44,Product1,1200,Mastercard,Lindenhurst                 ,NY,United States,1/21/2009 7:47,2/10/2009 10:51,40.68667,-73.37389
Sophie,1/5/2009 9:09,Product1,1200,Visa,Bloomfield                  ,MI,United States,10/23/2006 6:52,2/10/2009 10:58,42.53778,-83.23306
Katrin,1/5/2009 12:41,Product1,1200,Visa,Calgary,Alberta,Canada,12/3/2008 14:49,2/10/2009 11:45,51.0833333,-114.0833333
Kelly ,1/28/2009 12:54,Product2,3600,Mastercard,Vancouver,British Columbia,Canada,1/27/2009 21:04,2/10/2009 12:09,49.25,-123.1333333
Tomasz,1/21/2009 4:46,Product1,1200,Visa,Klampenborg,Kobenhavn,Denmark,6/10/2008 11:25,2/10/2009 12:22,55.7666667,12.6
Elizabeth,1/7/2009 13:28,Product1,1200,Visa,Calne,England,United Kingdom,1/4/2009 13:07,2/10/2009 12:39,51.4333333,-2
Michael,1/27/2009 11:18,Product2,3600,Amex,Los Angeles                 ,CA,United States,1/23/2009 11:47,2/10/2009 13:09,34.05222,-118.24278
Natasha,1/7/2009 12:39,Product2,3600,Visa,Milano,Lombardy,Italy,6/2/2006 13:01,2/10/2009 13:19,45.4666667,9.2
Meredith,1/24/2009 13:54,Product2,3600,Mastercard,Kloten,Zurich,Switzerland,1/24/2009 12:30,2/10/2009 13:47,47.45,8.5833333
Nicole,1/30/2009 6:48,Product1,1200,Mastercard,Fayetteville                ,NC,United States,1/30/2009 4:51,2/10/2009 14:41,35.0525,-78.87861
Ryan,1/22/2009 18:07,Product1,1200,Visa,Simpsonville                ,SC,United States,1/6/2009 16:59,2/10/2009 15:30,34.73694,-82.25444
Mary ,1/29/2009 15:03,Product1,1200,Visa,Auckland,Auckland,New Zealand,2/9/2006 11:14,2/10/2009 16:31,-36.8666667,174.7666667
Aaron,1/2/2009 14:14,Product1,1200,Diners,Reading,England,United Kingdom,11/16/2008 15:49,2/10/2009 16:38,51.4333333,-1
Bertrand,1/19/2009 11:05,Product1,1200,Visa,North Caldwell              ,NJ,United States,10/3/2008 5:55,2/10/2009 18:16,40.83972,-74.27694
Zoe,1/28/2009 16:17,Product1,1200,Mastercard,Coventry,England,United Kingdom,1/28/2009 15:59,2/10/2009 19:55,52.4166667,-1.55
Trine Marie,1/8/2009 12:46,Product1,1200,Mastercard,Orillia,Ontario,Canada,12/16/2008 22:57,2/10/2009 22:11,44.6,-79.4166667
Kim,1/29/2009 16:07,Product1,1200,Diners,Paris,Ile-de-France,France,1/29/2009 15:45,2/10/2009 22:24,48.8666667,2.3333333
John ,1/29/2009 13:41,Product1,1200,Visa,San Jose                    ,CA,United States,1/14/2004 21:59,2/10/2009 23:58,37.33944,-121.89389
Rich,1/8/2009 6:29,Product1,1200,Visa,Ingelheim-Mitte,Rhineland-Palatinate,Germany,3/24/2006 6:21,2/10/2009 23:59,49.9833333,8.0666667
Kayla,1/4/2009 12:53,Product1,1200,Diners,Leamington Spa,England,United Kingdom,12/11/2008 7:35,2/11/2009 0:04,52.3,-1.5333333
Richard and Comfort,1/14/2009 12:55,Product1,1200,Visa,Regensdorf,Zurich,Switzerland,1/11/2009 10:36,2/11/2009 1:58,47.4333333,8.4666667
Eric,1/14/2009 6:35,Product1,1200,Visa,Melbourne,Victoria,Australia,7/25/2008 7:02,2/11/2009 2:05,-37.8166667,144.9666667
Melissa,1/27/2009 13:08,Product1,1200,Mastercard,Geneve,Geneve,Switzerland,5/9/2008 8:50,2/11/2009 2:19,46.2,6.1666667
Dawn,1/31/2009 23:09,Product1,1200,Diners,Vaucluse,New South Wales,Australia,9/13/2004 22:55,2/11/2009 3:09,-33.8666667,151.2833333
Tamara,1/21/2009 14:34,Product1,1200,Mastercard,Klosterneuburg,Lower Austria,Austria,1/21/2009 14:12,2/11/2009 3:19,48.3,16.3166667
Ashley,1/16/2009 8:28,Product1,1200,Visa,Rancho Cordova              ,CA,United States,1/9/2009 12:13,2/11/2009 8:34,38.58917,-121.30167
familly ,1/11/2009 9:55,Product1,1200,Visa,Creemore,Ontario,Canada,1/10/2009 7:14,2/11/2009 8:45,44.3166667,-80.1
Ken,1/8/2009 2:46,Product1,1200,Mastercard,Sidcup,England,United Kingdom,11/26/2007 16:44,2/11/2009 11:00,51.4166667,0.1166667
Tori,1/26/2009 7:11,Product1,1200,Visa,Minneapolis                 ,MN,United States,11/22/2008 21:06,2/11/2009 11:35,44.98,-93.26361
Hanne,1/31/2009 5:39,Product2,3600,Mastercard,Phoenix                     ,MD,United States,10/5/2004 4:37,2/11/2009 11:45,39.51639,-76.61639
Precious,1/9/2009 8:35,Product1,1200,Amex,Edmonton,Alberta,Canada,1/8/2009 14:14,2/11/2009 14:26,53.55,-113.5
Michelle,1/24/2009 3:25,Product1,1200,Visa,Lyndoch,South Australia,Australia,9/26/2008 19:23,2/11/2009 15:05,-34.6166667,138.8833333
Paula,1/26/2009 8:45,Product1,1200,Visa,Larchmont                   ,NY,United States,2/15/2006 17:21,2/11/2009 17:12,40.92778,-73.75222
Stephanie,1/23/2009 10:45,Product1,1200,Visa,Saint Charles               ,IL,United States,1/23/2009 8:46,2/11/2009 17:57,41.91417,-88.30861
kemp,1/28/2009 8:50,Product1,1200,Visa,Brentwood                   ,TN,United States,1/28/2009 8:42,2/11/2009 18:41,36.03306,-86.78278
Therese,1/15/2009 19:10,Product2,3600,Diners,Pensacola                   ,FL,United States,12/29/2005 21:33,2/11/2009 18:53,30.42111,-87.21694
Mona,1/9/2009 20:25,Product1,1200,Diners,Kelowna,British Columbia,Canada,1/9/2009 14:20,2/11/2009 20:19,49.9,-119.4833333
Caroline,1/15/2009 21:53,Product1,1200,Visa,Toronto,Ontario,Canada,1/1/2009 18:01,2/11/2009 21:01,43.6666667,-79.4166667
Andrea,1/12/2009 0:17,Product1,1200,Mastercard,Brondby Strand,Kobenhavn,Denmark,1/7/2009 23:40,2/11/2009 22:23,55.6166667,12.35
Pilar,1/25/2009 10:32,Product1,1200,Mastercard,Florence,Tuscany,Italy,1/23/2009 4:46,2/12/2009 2:22,43.7666667,11.25
Lisa,1/12/2009 23:35,Product1,1200,Visa,Perth,Western Australia,Australia,5/8/2006 23:41,2/12/2009 3:46,-31.9333333,115.8333333
A,1/11/2009 6:09,Product1,1200,Amex,Saint Petersburg            ,FL,United States,11/8/2008 4:07,2/12/2009 4:41,27.77056,-82.67944
Yvette,1/3/2009 13:35,Product1,1200,Mastercard,Aubonne,Vaud,Switzerland,8/15/2008 4:02,2/12/2009 5:17,46.4833333,6.4
Katie,1/18/2009 11:03,Product2,3600,Amex,Gava,Catalonia,Spain,1/18/2009 6:16,2/12/2009 7:35,41.3,2.0166667
Nicole,1/5/2009 18:55,Product1,1200,Visa,Mc Lean                     ,VA,United States,4/3/2008 16:57,2/12/2009 10:25,38.94222,-77.1825
Kelly,1/2/2009 18:54,Product1,1200,Mastercard,Hendersonville              ,TN,United States,12/7/2008 4:51,2/12/2009 11:31,36.30472,-86.62
george,1/13/2009 14:44,Product2,3600,Visa,Zurich,Zurich,Switzerland,12/14/2008 10:19,2/12/2009 12:08,47.3666667,8.55
Samantha,1/4/2009 4:05,Product1,1200,Mastercard,Watford,England,United Kingdom,12/31/2008 8:33,2/12/2009 12:29,51.6666667,-0.4
Caterina,1/27/2009 12:47,Product1,1200,Visa,Amsterdam,Noord-Holland,Netherlands,1/27/2009 12:03,2/12/2009 12:59,52.35,4.9166667
Kate,1/22/2009 6:51,Product1,1200,Visa,Rochester Hills             ,MI,United States,1/22/2009 5:54,2/12/2009 13:01,42.68056,-83.13389
Tina,1/1/2009 21:40,Product1,1200,Mastercard,Anglesea,Victoria,Australia,10/20/2008 18:27,2/12/2009 14:58,-38.4166667,144.1666667
Emily,1/27/2009 18:06,Product1,1200,Visa,Killarney,New Providence,The Bahamas,1/13/2009 18:22,2/12/2009 19:28,25.05,-77.4166667
Maricel,1/10/2009 14:59,Product1,1200,Amex,Malibu                      ,CA,United States,1/10/2009 14:47,2/12/2009 19:39,34.005,-118.80917
Patricia,1/26/2009 15:42,Product1,1200,Visa,Allen                       ,TX,United States,1/26/2009 14:38,2/12/2009 22:41,33.10306,-96.67028
steve,1/12/2009 14:37,Product1,1200,Mastercard,Evires,Rhone-Alpes,France,1/12/2009 7:47,2/12/2009 23:49,46.0333333,6.2333333
Darrah,1/16/2009 7:58,Product1,1200,Amex,Den Haag,Zuid-Holland,Netherlands,9/30/2007 4:03,2/13/2009 3:05,52.0833333,4.3
Sara,1/22/2009 14:32,Product1,1200,Visa,Perth City,Western Australia,Australia,9/5/2008 7:18,2/13/2009 3:50,-31.9333333,115.8333333
Erika,1/19/2009 6:50,Product1,1200,Visa,Redruth,England,United Kingdom,1/6/2009 13:29,2/13/2009 4:27,50.2333333,-5.2333333
Audrey,1/24/2009 11:54,Product1,1200,Visa,Bruxelles,Brussels (Bruxelles),Belgium,1/24/2009 10:47,2/13/2009 6:39,50.8333333,4.3333333
Louise,1/13/2009 13:36,Product1,1200,Visa,London,England,United Kingdom,5/16/2006 9:10,2/13/2009 6:41,51.52721,0.14559
Karen,1/13/2009 11:56,Product1,1200,Diners,Montreal,Quebec,Canada,10/31/2008 12:37,2/13/2009 8:18,45.5,-73.5833333
Maki,1/19/2009 7:49,Product1,1200,Amex,Miami Beach                 ,FL,United States,1/18/2009 15:26,2/13/2009 12:26,25.79028,-80.13028
Peter,1/10/2009 7:37,Product1,1200,Visa,Shankill,Dublin,Ireland,10/11/2008 3:19,2/13/2009 13:32,53.2261111,-6.1244444
Ashlee,1/20/2009 5:53,Product1,1200,Diners,Oxford,England,United Kingdom,1/14/2009 4:35,2/13/2009 14:15,51.75,-1.25
Anja,1/6/2009 10:34,Product1,1200,Mastercard,New York                    ,NY,United States,1/6/2009 10:03,2/13/2009 14:41,40.71417,-74.00639
Ellen Walton ,1/23/2009 5:14,Product1,1200,Visa,Melbourne,Victoria,Australia,12/16/2007 17:05,2/13/2009 15:28,-37.8166667,144.9666667
Jessica,1/14/2009 16:02,Product1,1200,Mastercard,Woodland Hills              ,CA,United States,1/14/2009 14:53,2/13/2009 16:45,34.16833,-118.605
Wouter and Andrea,1/14/2009 18:05,Product1,1200,Visa,Anchorage                   ,AK,United States,1/10/2009 3:19,2/13/2009 17:22,61.21806,-149.90028
Pam and Rob,1/8/2009 20:52,Product1,1200,Visa,Yorba Linda                 ,CA,United States,11/18/2008 20:03,2/13/2009 19:32,33.88861,-117.81222
Elsa,1/7/2009 13:57,Product1,1200,Visa,Waiwera,Auckland,New Zealand,1/7/2009 13:32,2/13/2009 19:54,-36.55,174.7166667
kathleen kane,1/25/2009 10:34,Product1,1200,Amex,Jamaica Plain               ,MA,United States,1/19/2009 19:01,2/13/2009 20:20,42.30972,-71.12083
Selene,1/28/2009 4:35,Product1,1200,Diners,Oslo,Oslo,Norway,4/5/2005 5:30,2/13/2009 23:15,59.9166667,10.75
Christy,1/19/2009 3:25,Product1,1200,Visa,Setagaya,Tokyo,Japan,1/10/2006 4:49,2/14/2009 1:03,35.6333333,139.65
Hanna Agla,1/18/2009 0:41,Product2,3600,Visa,Donauworth,Bayern,Germany,9/21/2006 23:27,2/14/2009 1:11,48.7,10.8
Elyse,1/27/2009 2:38,Product1,1200,Visa,Bandon,Cork,Ireland,11/30/2007 9:25,2/14/2009 3:36,51.7469444,-8.7425
Alexis,1/16/2009 6:04,Product1,1200,Mastercard,Ehingen an der Donau,Baden-Wurttemberg,Germany,1/15/2009 2:56,2/14/2009 5:05,48.2833333,9.7333333
M George,1/5/2009 5:30,Product1,1200,Visa,Paris,Ile-de-France,France,1/5/2009 4:11,2/14/2009 5:34,48.8666667,2.3333333
John,1/9/2009 14:55,Product1,1200,Visa,Banbury,England,United Kingdom,1/8/2009 16:23,2/14/2009 7:27,52.05,-1.3333333
cheryl,1/29/2009 10:07,Product1,1200,Visa,Beverly Hills               ,CA,United States,1/27/2009 8:42,2/14/2009 10:01,34.07361,-118.39944
R,1/27/2009 3:55,Product1,1200,Amex,Danderyd,Stockholm,Sweden,9/13/2006 10:09,2/14/2009 10:37,59.4166667,18.0166667
Charlene ,1/25/2009 12:35,Product2,3600,Visa,Sebastopol                  ,CA,United States,1/25/2009 10:42,2/14/2009 10:40,38.40222,-122.82278
Cindy,1/3/2009 16:56,Product1,1200,Visa,Glendora                    ,CA,United States,3/13/2004 14:09,2/14/2009 11:23,34.13611,-117.86444
Ed,1/12/2009 12:04,Product1,1200,Visa,Nacka,Stockholm,Sweden,12/5/2007 12:48,2/14/2009 12:32,59.3,18.1666667
Astrid,1/27/2009 3:19,Product1,1200,Mastercard,Canterbury,England,United Kingdom,1/27/2009 1:01,2/14/2009 13:35,51.2666667,1.0833333
Nicole,1/24/2009 9:30,Product1,1200,Visa,Neuchatel,Neuchatel,Switzerland,1/24/2009 5:24,2/14/2009 13:45,47,6.9666667
Maria Macarena,1/25/2009 18:33,Product1,1200,Visa,Billings                    ,MT,United States,1/23/2009 9:35,2/14/2009 16:27,45.78333,-108.5
Maggie,1/15/2009 11:43,Product1,1200,Visa,Libertyville                ,IL,United States,10/24/2008 19:02,2/14/2009 17:43,42.28306,-87.95306
Christophe,1/23/2009 16:30,Product2,3600,Amex,Temecula                    ,CA,United States,1/9/2009 15:59,2/14/2009 19:11,33.49361,-117.1475
Manoj,1/5/2009 12:57,Product1,1200,Diners,Boise                       ,ID,United States,1/5/2009 9:32,2/14/2009 19:19,43.61361,-116.2025
Brenda,1/29/2009 16:52,Product1,1200,Visa,Rock Hill                   ,SC,United States,1/25/2009 12:00,2/14/2009 19:34,34.92472,-81.02528
Lizelle ,1/10/2009 0:04,Product1,1200,Mastercard,Mililani                    ,HI,United States,1/9/2009 23:37,2/14/2009 19:34,21.42556,-157.96083
Kees en Valesca,1/3/2009 14:17,Product2,3600,Visa,Scamander,Tasmania,Australia,1/3/2009 13:53,2/14/2009 20:11,-41.465,148.2572222
Cormac,1/15/2009 9:00,Product1,1200,Visa,Freeport City,Freeport,The Bahamas,1/15/2009 8:10,2/14/2009 20:36,26.5333333,-78.7
jacqueline,1/24/2009 20:58,Product1,1200,Visa,North Vancouver,British Columbia,Canada,12/28/2008 15:54,2/14/2009 22:12,49.3166667,-123.0666667
Martin,1/10/2009 11:53,Product1,1200,Visa,Ludwigsburg,Baden-Wurttemberg,Germany,1/17/2008 8:20,2/15/2009 1:42,48.9,9.1833333
Dean,1/4/2009 17:34,Product1,1200,Mastercard,Rockingham,Western Australia,Australia,10/20/2007 19:09,2/15/2009 2:14,-32.2833333,115.7166667
VERBENA,1/28/2009 0:22,Product1,1200,Visa,Basel,Basel-Town,Switzerland,9/27/2008 0:24,2/15/2009 3:20,47.5666667,7.6
Angel Marie,1/17/2009 1:49,Product1,1200,Mastercard,Den Haag,Zuid-Holland,Netherlands,1/13/2009 5:09,2/15/2009 5:19,52.0833333,4.3
olla,1/25/2009 17:48,Product1,1200,Visa,Westminster                 ,CO,United States,1/24/2009 23:48,2/15/2009 8:08,39.83667,-105.03667
Eman,1/22/2009 5:39,Product2,3600,Visa,Penclawdd,Wales,United Kingdom,1/14/2009 13:33,2/15/2009 8:34,51.6333333,-4.1
Julia,1/19/2009 15:40,Product2,3600,Visa,Ede,Gelderland,Netherlands,1/19/2009 14:32,2/15/2009 10:33,52.0333333,5.6666667
Sarah,1/21/2009 23:52,Product1,1200,Visa,Plan-les-Ouattes,Geneve,Switzerland,11/23/2008 4:51,2/15/2009 11:16,46.1666667,6.1166667
Esther,1/19/2009 13:15,Product1,1200,Visa,Stocksund,Stockholm,Sweden,5/29/2007 1:32,2/15/2009 11:39,59.3833333,18.0666667
amy,1/16/2009 7:35,Product1,1200,Diners,Stuttgart,Baden-Wurttemberg,Germany,10/6/2006 2:02,2/15/2009 12:00,48.7666667,9.1833333
Jyoti,1/22/2009 9:48,Product2,3600,Mastercard,Tunbridge Wells,England,United Kingdom,1/8/2008 14:37,2/15/2009 13:36,51.1333333,0.2833333
Keri,1/18/2009 12:05,Product2,3600,Visa,Issaquah                    ,WA,United States,1/5/2009 19:24,2/15/2009 13:40,47.53028,-122.03139
Paul,1/4/2009 10:44,Product1,1200,Diners,Burnaby,British Columbia,Canada,11/26/2008 20:16,2/15/2009 13:46,49.25,-122.95
Attie,1/20/2009 14:55,Product1,1200,Mastercard,Cypress                     ,CA,United States,9/27/2008 7:22,2/15/2009 15:23,33.81694,-118.03639
odile,1/2/2009 18:41,Product1,1200,Visa,Lititz                      ,PA,United States,2/1/2006 8:47,2/15/2009 15:47,40.15722,-76.30722
gail ,1/2/2009 7:03,Product1,1200,Visa,London,England,United Kingdom,5/24/2008 11:10,2/15/2009 16:04,51.52721,0.14559
Niki,1/21/2009 7:19,Product1,1200,Visa,Chadds Ford                 ,PA,United States,3/5/2008 11:25,2/15/2009 16:06,39.87167,-75.59167
Danny,1/11/2009 17:52,Product2,3600,Visa,St Thomas                   ,VI,United States,9/17/2003 11:57,2/15/2009 18:08,18.35917,-64.92111
Sarah,1/16/2009 17:56,Product1,1200,Mastercard,Coppell                     ,TX,United States,1/16/2009 12:57,2/15/2009 20:13,32.95444,-97.01472
Beckie ,1/9/2009 20:00,Product1,1200,Visa,Ladera Ranch                ,CA,United States,1/6/2009 13:50,2/15/2009 23:10,33.57056,-117.63861
Maryse,1/13/2009 2:47,Product1,1200,Visa,Rathfarnham,Dublin,Ireland,1/13/2009 2:35,2/16/2009 0:09,53.3005556,-6.2827778
don,1/19/2009 4:23,Product2,3600,Mastercard,Cagliari,Sardinia,Italy,1/13/2008 11:41,2/16/2009 0:22,39.2166667,9.1166667
Majken,1/13/2009 12:51,Product1,1200,Visa,Charlottenlund,Kobenhavn,Denmark,5/27/2008 18:51,2/16/2009 1:05,55.75,12.5833333
Karen and Andrew,1/29/2009 7:40,Product1,1200,Amex,Munchen,Bayern,Germany,7/29/2003 9:23,2/16/2009 2:39,49.55,11.5833333
